model,scenario,condition,episode_idx,seed,episode_return,episode_len,captured,reward_at_100,captured_at_100,reward_at_200,captured_at_200,reward_at_400,captured_at_400,terminal_action,hit_step_limit,ids_detections,ids_quarantine,ids_patch,ids_monitor,ids_first_step,ids_max_level,ids_increases,n_sensitive,n_hosts
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,71,1000071,200.49998848140277,400,30,262.49998887479296,29,237.99998849034236,30,200.49998848140277,30,False,True,41,5,11,25,45,26.7746990978515,270,31,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,72,1000072,136.99999113232082,400,23,214.99999116957207,23,174.99999113529992,23,136.99999113232082,23,False,True,40,2,16,22,22,12.338252249827073,255,24,79
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,73,1000073,120.49999152422131,400,22,171.9999923020603,20,150.99999152869054,22,120.49999152422131,22,False,True,41,4,14,23,45,20.03787747648886,267,26,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,74,1000074,142.49998849779553,400,30,244.49998965710424,27,210.99998888671473,29,142.49998849779553,30,False,True,91,9,21,61,45,22.19491992695908,282,37,83
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,75,1000075,236.9999881014198,400,31,293.499988108873,31,274.99998810738066,31,236.9999881014198,31,False,True,27,0,13,14,35,11.981825081516435,246,32,89
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,76,1000076,244.49998582898994,400,37,330.49998583793604,37,294.9999858349536,37,244.49998582898994,37,False,True,51,8,16,27,37,15.99858546073392,261,41,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,77,1000077,223.49998781978746,400,33,294.9999877408144,32,274.999987827239,33,223.49998781978746,33,False,True,46,5,14,27,35,10.655053316150076,265,34,87
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,78,1000078,150.49998887181465,400,29,245.49998926371353,28,209.99998887628388,29,150.49998887181465,29,False,True,46,11,18,17,31,19.709120405080164,264,32,81
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,79,1000079,177.49998886287298,400,29,259.9999892547726,28,227.49998887032245,29,177.49998886287298,29,False,True,49,4,20,25,33,20.03787747648886,268,31,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,80,1000080,225.49998811185205,400,31,280.9999881267545,31,257.4999881133414,31,225.49998811185205,31,False,True,35,1,15,19,15,24.4411215284199,266,33,81
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,81,1000081,174.49998971820057,400,27,217.99999078214185,24,215.49998971819943,27,174.49998971820057,27,False,True,24,6,11,7,33,4.949498661087863,268,29,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,82,1000082,115.999989633264,400,27,175.49999119490414,23,167.9999896422036,27,115.999989633264,27,False,True,72,9,25,38,43,17.971813751519242,307,32,83
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,83,1000083,220.4999879196277,400,33,253.49998926967402,28,258.99998783320063,33,220.4999879196277,33,False,True,45,6,20,19,36,17.971813751519242,239,38,87
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,84,1000084,229.99998884498837,400,29,276.9999888524411,29,266.99998884647846,29,229.99998884498837,29,False,True,13,2,3,8,49,6.217608687866105,239,30,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,85,1000085,186.49998773187576,400,32,182.49999081343435,24,216.4999877378351,32,186.49998773187576,32,False,True,61,6,24,31,18,24.12538323703899,267,37,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,86,1000086,247.999987441297,400,33,284.9999885052442,30,281.9999874472597,33,247.999987441297,33,False,True,35,4,11,20,49,15.656272808288385,254,35,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,87,1000087,212.4999881103626,400,31,258.49998926967396,28,256.49998811334183,31,212.4999881103626,31,False,True,40,4,13,23,37,15.99858546073392,275,34,89
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,88,1000088,231.9999877288889,400,32,296.9999881267546,31,278.49998773783216,32,231.9999877288889,32,False,True,39,2,13,24,84,11.981825081516435,254,35,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,89,1000089,194.9999894395489,400,28,225.4999902129175,26,228.99998944103788,28,194.9999894395489,28,False,True,27,4,9,14,21,20.03787747648886,255,29,82
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,90,1000090,222.99998697787444,400,34,287.9999877586962,32,253.9999869838338,34,222.99998697787444,34,False,True,55,4,21,30,29,22.19491992695908,261,37,79
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,91,1000091,100.99998926371504,400,28,54.999996167421635,10,121.49999080151382,24,100.99998926371504,28,False,True,104,8,34,62,44,39.69327196896217,294,32,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,92,1000092,203.4999881133444,400,31,262.99998889118456,29,240.4999885037537,30,203.4999881133444,31,False,True,37,7,11,19,26,10.655053316150076,257,36,79
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,93,1000093,184.99998849481366,400,30,261.4999892696736,28,240.99998850226314,30,184.99998849481366,30,False,True,54,4,20,30,73,20.03787747648886,267,34,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,94,1000094,213.99998886436276,400,29,275.9999888807535,29,244.49998887181223,29,213.99998886436276,29,False,True,24,3,7,14,46,9.072503383826607,245,32,84
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,95,1000095,132.9999897390623,400,27,177.49999090880186,24,175.99998974055129,27,132.9999897390623,27,False,True,62,5,29,28,23,36.94833874383895,275,34,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,96,1000096,218.49998697638247,400,34,297.49998774677465,32,263.9999869763825,34,218.49998697638247,34,False,True,49,6,20,23,44,17.971813751519242,276,35,82
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,97,1000097,215.99998773634312,400,32,292.99998812973485,31,257.9999877423025,32,215.99998773634312,32,False,True,47,4,15,28,18,15.99858546073392,261,35,79
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,98,1000098,125.49998849928559,400,30,247.49998890310545,29,195.4999885082252,30,125.49998849928559,30,False,True,89,10,30,49,19,26.465275572298207,271,32,81
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,99,1000099,108.99999001622385,400,26,138.99999310523305,18,151.4999900221832,26,108.99999001622385,26,False,True,87,4,33,50,33,26.465275572298207,277,31,83
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,100,1000100,214.4999881982787,400,32,276.9999885007737,30,258.49998820274845,32,214.4999881982787,32,False,True,47,5,13,29,37,12.879529237429429,272,35,91
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,101,1000101,172.49998811930485,400,31,262.4999888926746,29,235.49998812228395,31,172.49998811930485,31,False,True,54,8,23,23,40,10.655053316150076,260,35,80
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,102,1000102,168.49998924583377,400,28,219.49999078959246,24,206.99998925477337,28,168.49998924583377,28,False,True,44,6,15,23,38,15.656272808288385,273,31,85
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,103,1000103,186.4999884828943,400,30,240.99998964667338,27,208.99998849481415,30,186.4999884828943,30,False,True,42,8,11,23,33,15.656272808288385,279,31,86
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,104,1000104,213.99998736530475,400,33,257.9999889031053,29,252.99998736679373,33,213.99998736530475,33,False,True,53,6,15,32,22,20.03787747648886,273,34,79
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,105,1000105,270.4999869644573,400,34,310.99998736530506,33,293.49998697340243,34,270.4999869644573,34,False,True,17,3,5,9,14,14.120087204830533,241,35,81
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,106,1000106,106.99998963177381,400,27,161.49999157339357,22,151.99998963773317,27,106.99998963177381,27,False,True,69,8,35,26,21,23.75233047600891,295,32,87
pendhrl_c0_seed1_final,../scenarios/corp_100hosts_dynamic.v2.yaml,shuffled,107,1000107,204.49998734742434,400,33,260.4999889016152,29,249.49998735934417,33,204.49998734742434,33,False,True,63,6,18,39,38,10.655053316150076,270,35,88
